"","reported","property_type","gross_area_SF","year_built","h2o_intensity_GALSF","zip","property_uses","site_eui_KBTUSF","energy_star_score","ghg_emissions_MTCO2e","ghg_intens_KGCO2SF","total_site_energy_KBTU","log_total_site_energy_KBTU","electricity_percentage","gas_percentage"
"1151","Yes","Laboratory",51880,1848,27.1,"02129","Laboratory",323.6,NA,1848,8.1,16786101.4,16.6360618043549,53.1,46.9
"1152","Yes","Multifamily Housing",95087,2013,35.9,"02129","Multifamily Housing, Parking",50.1,83,2013,3.6,4763529.2,15.3764993800567,58.9,41.1
"1153","Municipal ","K-12 School",11212,2000,5.7,"02129","K-12 School",7.1,100,2000,0.6,79755.5,11.2867209837863,100,NA
"1154","Yes","Multifamily Housing",283936,1971,99.3,"02129","Multifamily Housing, Parking",112.5,18,1971,6.9,31945615.4,17.2795454961936,25.8,74.2
"1155","Yes","Multifamily Housing",39384,2004,81.4,"02129","Multifamily Housing",89.3,18,2004,6,3516181.1,15.0728860438555,43.6,56.4
"1156","Yes","Multifamily Housing",177451,1986,15.4,"02129","Multifamily Housing, Parking",61.1,3,1986,5.2,9991639.7,16.1172592712903,100,NA
"1157","Yes","Parking",664937,1900,4.9,"02129-2000","Parking",3.4,NA,1900,NA,2287360.8,14.6429092218212,100,NA
"1159","Voluntary","Multifamily Housing",21976,1928,50.4,"02130","Multifamily Housing",97.8,73,1928,5.6,2149829.4,14.5808990481184,13.3,86.7
"1160","Yes","Multifamily Housing",98205,1964,8013.1,"02130","Multifamily Housing",77.7,90,1964,4.4,7631903.6,15.8478478610032,10.8,89.2
"1161","Yes","Multifamily Housing",445701,1965,23.7,"02130","Multifamily Housing",58,77,1965,4.5,25843601.3,17.0675735963627,29.7,1.2
"1162","Yes","Hospital (General Medical & Surgical)",454917,1903,18.3,"02130","Hospital (General Medical & Surgical)",292.4,37,1903,11.9,133007388.6,18.7059152380265,23.5,76.4
"1164","Municipal ","K-12 School",22336,1941,40.1,"02130","K-12 School",64.8,92,1941,3.9,1447084.4,14.1850613314869,20,80
"1166","Yes","Senior Care Community",117770,1970,40.6,"02130","Parking, Senior Care Community",120.1,73,1970,7.8,14149165.2,16.4651661838467,37,63
"1167","Yes","Multifamily Housing",36020,1936,26.2,"02130","Multifamily Housing",76.8,NA,1936,5.8,2765817.1,14.8328466646532,9,NA
"1168","Municipal ","K-12 School",225560,1973,11.6,"02130","K-12 School",90.2,52,1973,5.2,20348984.6,16.8285415718021,13.3,86.7
"1169","Yes","Multifamily Housing",40830,1998,42.8,"02130","Multifamily Housing",71.8,45,1998,4.4,2930919.4,14.8908267201679,26,74
"1170","Yes","Multifamily Housing",256875,2015,0.4,"02130","Multifamily Housing, Parking, Swimming Pool",33.4,100,2015,2.2,8577666.3,15.9646724414603,40,60
"1171","Yes","Senior Care Community",37000,1971,12.2,"02130","Senior Care Community",161,23,1971,11.5,5958346,15.6003034837481,57.1,42.9
"1172","Municipal ","Repair Services (Vehicle, Shoe, Locksmith, etc.)",25000,2000,18.8,"02130","Other",213.9,NA,2000,11.8,5347526.1,15.4921446007122,6.2,93.8
"1173","Yes","Multifamily Housing",129236,1927,4763.2,"02130","Multifamily Housing, Parking",63,97,1927,4.7,8139738.3,15.9122685875848,10,2.3
"1174","Municipal ","K-12 School",115400,1972,33.1,"02130","K-12 School",78.7,64,1972,4.7,9083252.9,16.0219429353203,21.3,78.7
"1175","Municipal ","Social/Meeting Hall",37995,2000,20.1,"02130","Other - Recreation",88.5,NA,2000,5.5,3363960.9,15.0286296769397,27.1,72.9
"1176","Municipal ","K-12 School",137800,1972,8.4,"02130","K-12 School, Swimming Pool",186.6,13,1972,10.1,25715924,17.0626209688808,2.8,97.2
"1179","Yes","Other - Lodging/Residential",12600,1987,167.8,"02130","Other - Lodging/Residential",128.8,NA,1987,11,1623473.9,14.3000787940176,100,NA
"1180","Municipal ","K-12 School",19887,1892,9.6,"02130","K-12 School",68.5,93,1892,4,1363226.4,14.1253648010668,14.4,85.6
"1181","Municipal ","K-12 School",39586,1899,18.6,"02130","K-12 School",91.6,72,1899,5.3,3624958.7,15.1033534531026,14.1,85.9
"1182","Yes","Multifamily Housing",86900,1000,36.6,"02130","Multifamily Housing",68.7,40,1000,4.7,5966694.5,15.6017036469365,46.2,53.8
"1183","Yes","Supermarket/Grocery Store",46685,2005,18.8,"02130","Supermarket/Grocery Store",208.1,75,2005,15.3,9715535.3,16.089236739636,63.6,36.4
"1184","Yes","Multifamily Housing",26000,1940,37.6,"02130","Multifamily Housing",57.7,85,1940,3.3,1501408.3,14.2219140922795,10.6,89.4
"1185","Yes","K-12 School",30000,1978,11.3,"02130","K-12 School",5.4,100,1978,0.5,162274.7,11.9970458571864,100,NA
"1186","Yes","Strip Mall",43792,1991,23.2,"02130","Parking, Strip Mall",132.7,NA,1991,10.7,5812833.8,15.5755787551858,84.8,15.2
"1187","Yes","Non-Refrigerated Warehouse",71057,2009,0.4,"02130","Non-Refrigerated Warehouse",32,7,2009,2.6,2271760,14.6360654194407,84.3,15.7
"1188","Municipal ","Repair Services (Vehicle, Shoe, Locksmith, etc.)",4320,2000,0,"02130","Repair Services (Vehicle, Shoe, Locksmith, etc.)",23.1,NA,2000,2,99872,11.5116446450705,100,NA
"1189","Municipal ","Police Station",14750,2000,10.2,"02130","Police Station",140,NA,2000,9.2,2064455.1,14.5403768754644,39.1,60.9
"1190","Yes","Non-Refrigerated Warehouse",37718,1988,0.3,"02130","Non-Refrigerated Warehouse",40.7,63,1988,2.6,1533906.1,14.2433280465195,32.4,67.6
"1192","Municipal ","Single Family Home",122183,2000,23.5,"02130","Other",7.3,NA,2000,0.4,895201.6,13.7048042232884,16.4,83.7
"1193","Yes","Other - Specialty Hospital",169972,1954,2.6,"02130","Other - Specialty Hospital",149.5,NA,1954,9.7,25406842.1,17.0505290697298,35.6,64.4
"1194","Yes","Multifamily Housing",42581,2010,84.2,"02130","Multifamily Housing",82,5,2010,5.8,3489901.3,15.0653840129764,54.8,45.2
"1195","Municipal ","K-12 School",34445,1970,58.1,"02130","K-12 School",61.6,82,1970,4,2123223.1,14.568445822305,35.2,64.8
"1196","Yes","Multifamily Housing",25400,1982,58.6,"02130","Multifamily Housing",107.6,39,1982,6.3,2732616.2,14.8207700232888,15.8,84.2
"1197","Yes","College/University",162728,1951,6.6,"02130","College/University, Parking",94.8,NA,1951,5.9,15433977.7,16.5520819811366,22,68.8
"1198","Municipal ","Library",9240,2000,39.2,"02130","Library",65.5,NA,2000,4.2,604819.4,13.3126851800526,35,65
"1199","Yes","Senior Care Community",172770,1996,25.6,"02130","Senior Care Community",128,4,1996,8,22122371.1,16.9120999214596,30.1,69.9
"1200","Yes","Multifamily Housing",100,1950,43740,"02130","Multifamily Housing",95.6,43,1950,5.4,14362514.5,16.4801322107122,9.2,90.8
"1201","Yes","Multifamily Housing",156000,1920,56.1,"02130","Multifamily Housing, Parking",66.7,86,1920,4,10410399.4,16.15831580681,20.7,79.3
"1202","Yes","Other - Specialty Hospital",65000,1980,5.5,"02130","Other - Specialty Hospital",74.7,NA,1980,6.2,4853541.7,15.3952192438354,92,8
"1203","Municipal ","K-12 School",122183,1931,13.5,"02130","K-12 School",40.8,98,1931,2.4,4989515.5,15.4228493688254,18.3,81.7
"1204","Yes","Mixed Use Property",174000,1955,11.9,"02130","Office, Residence Hall/Dormitory",50.5,NA,1955,3.2,8785871.1,15.9886554323426,23.9,62.2
"1205","Yes","Multifamily Housing",88616,1976,45.2,"02130","Multifamily Housing",101.3,42,1976,7.9,8976603.2,16.0101321059127,30.7,NA
"1206","Yes","Multifamily Housing",50297,2000,69.9,"02130","Multifamily Housing",85.6,57,2000,5,4307803.4,15.2759386801911,17.4,82.6
"1207","Yes","Multifamily Housing",49064,1980,59.9,"02130","Multifamily Housing",86.6,45,1980,5.3,4248654.2,15.2621128319301,26.2,73.8
"1208","Yes","Multifamily Housing",42519,2005,19.7,"02130","Multifamily Housing",34.5,100,2005,1.9,1468827.6,14.1999750895215,22.1,67.7
"1209","Municipal ","K-12 School",49194,1963,11.8,"02130","K-12 School",84.1,82,1963,4.7,4138699,15.2358920452065,10.3,89.7
"1210","Yes","Other - Mall",38250,1925,1808.8,"02130","Other - Mall",64.6,NA,1925,5.2,2472371.1,14.7206882076519,82.9,17.1
"1211","Yes","Medical Office",26890,1996,13.8,"02130","Medical Office, Parking",199.1,NA,1996,12.8,5354517.5,15.4934511550967,NA,65.8
"1212","Yes","Multifamily Housing",95501,1985,27.3,"02130","Multifamily Housing",42.5,94,1985,2.8,4061399.8,15.2170382504807,37.5,62.5
"1213","Yes","Residential Care Facility",39600,1899,9.1,"02130","Residential Care Facility",75,NA,1899,4.5,2971947.2,14.9047279188477,20.2,79.8
"1215","Yes","Multifamily Housing",44892,2006,51.1,"02130","Multifamily Housing",50,74,2006,3.4,2243527.2,14.6235598282382,45.9,54.1
"1216","Yes","Other - Lodging/Residential",43037,1982,41.9,"02130","Other - Lodging/Residential",171.1,NA,1982,11.2,7364958.6,15.8122439866818,37.4,62.6
"1217","Yes","Other - Lodging/Residential",60000,1906,6,"02130","Other - Lodging/Residential, Parking",53.4,NA,1906,3.9,3205073.8,14.9802456745929,10.1,9.4
"1218","Yes","Multifamily Housing",72174,1981,59.8,"02130-4723","Multifamily Housing",97.3,38,1981,6.4,7019144.3,15.7641518739853,38.2,61.8
"1219","Municipal ","K-12 School",110370,1936,1.5,"02131","K-12 School",59.1,90,1936,3.5,6524872.6,15.6911319860782,16.7,83.3
"1220","Yes","Other - Lodging/Residential",58153,1987,57.8,"02131","Other - Lodging/Residential",145.7,NA,1987,9.5,8473373.4,15.9524392636065,37.1,62.9
"1221","Municipal ","Social/Meeting Hall",12000,2000,3.4,"02131","Other - Recreation",51.1,NA,2000,3.2,613762,13.3273625098346,28.8,71.2
"1222","Yes","College/University",40000,2009,11.2,"02131","College/University",206.7,NA,2009,17.7,8269732.7,15.928112744833,100,0
"1223","Municipal ","K-12 School",49105,1931,74.2,"02131","K-12 School",51.8,96,1931,3.1,2544743,14.7495402205494,18.6,81.4
"1226","Municipal ","K-12 School",16248,1932,29.6,"02131","K-12 School",63.4,94,1932,3.8,1029967.4,13.8450377092195,19.3,80.7
"1227","Yes","Multifamily Housing",191967,1900,16.4,"02131","Multifamily Housing",8.5,100,1900,0.7,1624074.4,14.3004486114623,100,NA
"1228","Municipal ","Veterinary Office",10000,2000,5.9,"02131","Other",250.1,NA,2000,14.7,2501159.3,14.7322649023535,17,83
"1229","Yes","Multifamily Housing",459000,1900,67.3,"02131","Multifamily Housing",71.7,97,1900,3.9,32927457,17.3098174269552,4.8,95.2
"1230","Municipal ","K-12 School",20062,1913,38.7,"02131","K-12 School",50.6,97,1913,3.1,1015198.7,13.8305949148456,25,75
"1231","Yes","Other - Lodging/Residential",50000,2015,10.6,"02131","Other - Lodging/Residential, Parking",18.1,NA,2015,1.5,902648.1,13.7130880554493,100,NA
"1232","Municipal ","Library",13600,2000,6.1,"02131","Library",75.9,NA,2000,4.8,1032161.4,13.847165608144,33.4,66.6
"1233","Municipal ","K-12 School",27936,1929,10.7,"02131","K-12 School",71.5,90,1929,4.2,1997574.8,14.50744440273,15.6,84.4
"1235","Yes","Self-Storage Facility",46800,1910,2.6,"02131","Self-Storage Facility",250.3,NA,1910,13.3,11712080.6,16.2761313969902,0.8,99.2
"1236","Municipal ","K-12 School",25281,1932,14.3,"02131","K-12 School",71.7,89,1932,4.2,1811877,14.4098738824864,16.6,83.4
"1237","Yes","Multifamily Housing",55000,1900,55.4,"02131","Multifamily Housing",64.8,72,1900,4.3,3564491.9,15.0865320771288,41,59
"1238","Municipal ","K-12 School",14700,1969,8,"02131","K-12 School",63.8,73,1969,4.5,938550,13.7520914100946,52.2,47.8
"1239","Municipal ","K-12 School",38993,1971,10.4,"02131","K-12 School",76.6,54,1971,5.1,2986352.1,14.9095631670754,41.7,58.3
"1240","Yes","Multifamily Housing",223184,1987,18.5,"02131","Multifamily Housing, Parking",29.7,76,1987,1.8,6636893.4,15.7081545505255,26.2,73.8
"1241","Municipal ","Social/Meeting Hall",36960,2000,5.6,"02131","Social/Meeting Hall",77.9,NA,2000,5,2878362,14.8727319403125,35.1,64.9
"1242","Yes","Outpatient Rehabilitation/Physical Therapy",35775,1940,8.1,"02131","Outpatient Rehabilitation/Physical Therapy",50.6,NA,1940,3.9,1810334.1,14.4090219718435,30.8,NA
"1243","Yes","Multifamily Housing",145643,1968,74,"02131","Multifamily Housing",74.4,98,1968,4,10840528.3,16.1988022889506,1.6,98.4
"1244","Yes","Multifamily Housing",37034,1999,43.8,"02131","Multifamily Housing",236.4,1,1999,13.8,8755394.7,15.9851806054957,16.4,83.6
"1245","Municipal ","Fire Station",18644,2000,14.9,"02131","Fire Station",79.2,NA,2000,5,1477413.7,14.205803617081,32.2,67.8
"1246","Yes","Supermarket/Grocery Store",38694,2001,73.3,"02131","Supermarket/Grocery Store",238.9,54,2001,17.3,9245487.2,16.0396461201709,59.8,40.2
"1247","Yes","Multifamily Housing",206955,1900,63.8,"02131","Multifamily Housing",97,58,1900,5.7,20080410.1,16.815255275886,17.4,82.6
"1248","Municipal ","Repair Services (Vehicle, Shoe, Locksmith, etc.)",3600,1905,16.2,"02131","Repair Services (Vehicle, Shoe, Locksmith, etc.)",9.9,NA,1905,0.8,35726,10.4836339940088,100,NA
"1249","Municipal ","Office",1400,1905,43740,"02131","Office",128.6,NA,1905,11,180052.9,12.1010059755844,100,NA
"1250","Municipal ","Repair Services (Vehicle, Shoe, Locksmith, etc.)",4500,1905,23.5,"02131","Repair Services (Vehicle, Shoe, Locksmith, etc.)",25.4,NA,1905,2.2,114241.4,11.6460690324003,100,NA
"1251","Municipal ","Repair Services (Vehicle, Shoe, Locksmith, etc.)",10000,1905,54.5,"02131","Repair Services (Vehicle, Shoe, Locksmith, etc.)",109.4,NA,1905,9.3,1094023.7,13.9053729253492,100,NA
"1252","Yes","K-12 School",181272,1928,36.1,"02132","K-12 School",73,53,1928,4.7,13227775.3,16.3978293662447,36,64
"1253","Yes","Multifamily Housing",45700,1967,59.1,"02132","Multifamily Housing",30.6,100,1967,1.7,5232628.9,15.4704243674948,5.7,94.3
"1254","Yes","Senior Care Community",102648,2006,30.1,"02132","Senior Care Community",89.2,54,2006,5.3,9155638.9,16.0298805206574,19.4,80.6
"1255","Municipal ","K-12 School",227030,1976,11.1,"02132","K-12 School, Swimming Pool",145.6,13,1976,8.3,33059598.3,17.3138224996481,11,89
"1256","Yes","Retail Store",123596,1994,7.1,"02132","Retail Store",77,70,1994,5.5,9517623.8,16.0686557747717,56.4,43.6
"1257","Yes","Hospital (General Medical & Surgical)",50242,1980,13.5,"02132","Hospital (General Medical & Surgical), Parking",62.2,100,1980,0.1,3126685.1,14.9554839278193,97.4,2.6
"1258","Yes","Multifamily Housing",90390,1968,45.2,"02132","Multifamily Housing, Parking",72.7,75,1968,4.2,6574367.2,15.6986888880504,14.2,85.8
"1259","Yes","Automobile Dealership",150000,2005,8.1,"02132","Automobile Dealership, Parking",39.8,NA,2005,3,5975756.7,15.6032212921146,71.1,28.9
"1260","Municipal ","K-12 School",24708,1028,2.7,"02132","K-12 School",55.7,96,1028,3.3,1375966.7,14.1346670966012,20.9,79.1
"1261","Municipal ","Police Station",14290,2000,0.2,"02132","Police Station",215.3,NA,2000,13.8,3077230.7,14.9395406271193,33.6,66.4
"1262","Municipal ","Social/Meeting Hall",18600,2000,4.9,"02132","Social/Meeting Hall",74.1,NA,2000,4.8,1378343.8,14.1363931914552,35,65
"1263","Municipal ","K-12 School",111592,1972,6.7,"02132","K-12 School",118.8,35,1972,6.8,13256505.7,16.3999989861237,11.8,88.2
"1264","Yes","Multifamily Housing",45180,1979,31.2,"02132","Multifamily Housing",100.7,15,1979,6.8,4548061.2,15.3302115902264,43.8,56.2
"1265","Municipal ","Fire Station",9600,2000,14.4,"02132","Fire Station",102.3,NA,2000,6.4,981820,13.7971632711462,30.1,69.9
"1266","Municipal ","Library",23193,2000,4.2,"02132","Library",58,NA,2000,3.6,1345110.4,14.1119866494339,29.9,70.1
"1267","Yes","Fitness Center/Health Club/Gym",35998,2016,33.8,"02132","Fitness Center/Health Club/Gym, Swimming Pool",287.4,NA,2016,17.4,10345669.3,16.1520785649907,22.9,77.1
"1268","Yes","Multifamily Housing",31605,1986,46,"02132","Multifamily Housing",113.2,13,1986,7.6,3577663.4,15.0902204637233,44.5,55.5
"1269","Municipal ","K-12 School",93374,1919,1.6,"02132","K-12 School",58.1,92,1919,3.4,5424631.8,15.5064605841197,16.5,83.5
"1270","Municipal ","Mixed Use Property",119454,2000,3.1,"02132","Non-Refrigerated Warehouse",14.9,99,2000,0.8,1779682.1,14.3919453108126,NA,100
"1271","Yes","Senior Care Community",123350,1991,18.6,"02132","Senior Care Community",114.3,60,1991,7.3,17709588.3,16.6896167627356,33.5,66.5
"1272","Yes","Multifamily Housing",71450,1974,41.6,"02132","Multifamily Housing",67.1,63,1974,4.1,4797820.6,15.3836723311033,26.6,73.4
"1273","Municipal ","Repair Services (Vehicle, Shoe, Locksmith, etc.)",3000,2000,14,"02132","Other",93.3,NA,2000,8,279984.5,12.5424895234763,100,NA
"1274","Municipal ","K-12 School",25068,1935,0.5,"02132","K-12 School",48.9,97,1935,3,1224903.7,14.018372786626,27.7,72.3
"1275","Yes","Multifamily Housing",71450,1947,28,"02132","Multifamily Housing",61.2,72,1947,3.8,4370276.5,15.2903368373814,28.4,71.6
"1276","Yes","Multifamily Housing",43716,2012,30.1,"02132","Multifamily Housing, Parking",52.5,69,2012,3.9,2294215.9,14.6459016873257,63.5,36.5
"1277","Yes","Other - Lodging/Residential",88818,1983,31.8,"02132","Other - Lodging/Residential",44.6,NA,1983,2.7,3962669,15.1924283461005,26.1,73.9
"1278","Municipal ","Fire Station",17912,2000,33.7,"02132","Fire Station",61.5,NA,2000,3.9,1101568.1,13.9122452680978,31.7,68.3
"1279","Yes","Multifamily Housing",149192,1970,4.2,"02132","Multifamily Housing, Office, Parking",63.2,NA,1970,4.1,10996722.5,16.2131078318199,5.3,45.9
"1280","Municipal ","K-12 School",37452,1925,6.8,"02132","K-12 School",62.8,92,1925,3.7,2350686.9,14.670218141282,17.9,82.1
"1281","Municipal ","Swimming Pool",17400,2000,18.8,"02132","Other - Recreation",272.9,NA,2000,16.6,3487567.1,15.06471494507,23.8,76.2
"1282","Yes","K-12 School",118893,1953,5.2,"02132","K-12 School, Parking",56.5,54,1953,3.2,6585096.8,15.7003195931274,11.7,88.3
"1283","Municipal ","Repair Services (Vehicle, Shoe, Locksmith, etc.)",10200,1905,38.9,"02132","Repair Services (Vehicle, Shoe, Locksmith, etc.)",8.7,NA,1905,0.7,88533.4,11.3911351609281,100,NA
"1284","Yes","Multifamily Housing",54467,1982,4.9,"02132","Multifamily Housing",76.6,97,1982,4.1,4170100.1,15.243450598283,NA,100
"1286","Yes","Multifamily Housing",453389,1976,37.6,"02134","Multifamily Housing",62.6,83,1976,4.5,28380553.8,17.1612147432479,27.2,NA
"1287","Yes","Parking",270637,1975,12.2,"02134","Parking",5.9,NA,1975,0.5,1606120.5,14.2893322018074,100,NA
"1288","Yes","Other",97056,1948,15.5,"02134","Other, Parking",179.5,NA,1948,13.6,17423576.7,16.6733348297826,70.5,29.5
"1290","Yes","Mixed Use Property",140974,1908,7.1,"02134","Office, Parking",36.6,99,1908,2.6,5164557.7,15.4573300227936,53.9,46.1
"1291","Yes","Multifamily Housing",33824,1990,41.8,"02134","Multifamily Housing",54.5,72,1990,3.7,1843515.1,14.4271846875639,60.6,39.4
"1293","Yes","Multifamily Housing",63287,1912,34.7,"02134","Multifamily Housing",57.2,92,1912,3.6,3620792.9,15.1022035929669,32.3,67.7
"1294","Yes","Multifamily Housing",151298,1935,3.2,"02134","Multifamily Housing, Parking",36.7,99,1935,2.1,5552485.9,15.5297562953508,16,84
"1295","Yes","Multifamily Housing",37182,1900,45.9,"02134","Multifamily Housing",9.4,100,1900,0.8,349317.1,12.7637353846496,100,NA
"1296","Yes","Multifamily Housing",18000,1920,80.3,"02134","Multifamily Housing",115.6,75,1920,8.7,2081131.9,14.5484224863561,12.3,NA
"1297","Yes","Multifamily Housing",29096,1920,36.6,"02134","Multifamily Housing",55,73,1920,3.3,1600112.4,14.2855844347426,19.7,80.4
"1298","Yes","Office",76962,1990,6.5,"02134","Medical Office, Office, Parking",78.3,71,1990,5.8,6026103.8,15.6116112238808,65.4,34.6
"1299","Yes","Multifamily Housing",64946,1974,80.9,"02134","Multifamily Housing",34.9,99,1974,2.4,2266945.7,14.6339439768429,46.9,53.1
"1300","Yes","Other - Lodging/Residential",72941,1980,40,"02134","Other - Lodging/Residential",13.4,NA,1980,1,976421.6,13.7916497393374,75.8,24.2
"1301","Yes","Mixed Use Property",54302,1920,13.9,"02134","Other",32.8,NA,1920,1.8,1806738,14.4070335673631,7.1,92.9
"1302","Yes","Multifamily Housing",228988,1989,36.5,"02134","Multifamily Housing",76.7,34,1989,4.8,17571510.2,16.681789409799,30.8,69.2
"1304","Yes","Parking",39709,2006,13.2,"02134","Parking",100.3,NA,2006,6.1,3983751.2,15.1977344459374,22.5,77.5
"1305","Yes","Multifamily Housing",416976,2015,14.2,"02134","Multifamily Housing, Parking, Retail Store",35.5,NA,2015,2.6,14820381.2,16.5115138994987,60.8,39.2
"1306","Yes","Office",40000,1985,38.7,"02134","Office, Parking",140.3,NA,1985,9.4,5612221.7,15.5404572240571,43.8,56.2
"1307","Yes","Multifamily Housing",36552,1968,51.7,"02134","Multifamily Housing",60.2,85,1968,4.4,2200782.9,14.6043237186605,23.2,20.5
"1308","Yes","Multifamily Housing",91557,1980,44.3,"02134","Multifamily Housing",52.8,92,1980,3.1,4834170.4,15.3912200899346,18.3,81.7
"1309","Yes","Multifamily Housing",63538,1981,52.2,"02134","Multifamily Housing",62.8,97,1981,3.6,3993290.7,15.2001261857996,14.4,85.6
"1310","Yes","Office",68000,2000,7.9,"02134","Office",61.8,46,2000,4.7,4199674.4,15.2505175564389,72.8,27.2
