parcel,zip,floor_area_SF,property_type_self_reported,energy_star_score_2017,site_eui_KBTUSF_2017,source_eui_KBTUSF_2017,percent_better_nat_med_site_eui_2017,percent_better_nat_med_source_eui_2017,total_ghg_emissions_MTCO2e_2017,total_ghg_intensity_kgCO2eSF_2017,weather_norm_site_eui_KBTUSF_2017,weather_norm_source_eui_KBTUSF_2017,total_site_energy_KBTU,log_total_site_energy_KBTU,Neighborhood.Code,Neighborhood.Code.Definition,Volume.Number,Property.Class.Code,Year.Property.Built,Number.of.Bathrooms,Number.of.Bedrooms,Number.of.Rooms,Number.of.Stories,Number.of.Units,Zoning.Code,Construction.Type,Lot.Depth,Lot.Frontage,Property.Area.in.Square.Feet,Basement.Area,Lot.Area,Lot.Code,Tax.Rate.Area.Code,Percent.of.Ownership,Closed.Roll.Misc.Exemption.Value,Closed.Roll.Homeowner.Exemption.Value,Current.Sales.Date,Closed.Roll.Assessed.Fixtures.Value,Closed.Roll.Assessed.Improvement.Value,Closed.Roll.Assessed.Land.Value,Closed.Roll.Assessed.Personal.Prop.Value,Supervisor.District,Neighborhoods...Analysis.Boundaries
3550/020,94103,16710,Distribution Center,24,32.8,81.3,35.6,35.6,37.6,2.3,33.4,82,548088,13.21419114,09C,Inner ission,23,I,1906,0,0,5,1,2,M1,C,0,0,17000,0,25333,,1000,1,0,0,2/4/51,107863,1598613,3730106,151982,9,Mission
1438/029,94118,46216,Supermarket/Grocery Store,51,127.2,372,-1.2,-1.2,150.4,9.3,128,372.8,5878675.2,15.58684199,04T,Ingleside Terrace,25,O,1951,0,NA,7,4,0,NCS,C,0,0,43100,0,2369,,1000,1,0,0,,0,2393966,6822550,0,6,Noe Valley
0240/001,94104,22181,Bank Branch,53,49.3,132.3,-3.6,-3.6,68.4,3.5,51.6,134.7,1093523.3,13.90491543,08B,Financial District North,3,O,1907,0,0,13,3,2,C3O,C,0,0,18908,0,3320,,1000,0.02659,0,0,8/31/60,0,1530104,5464679,0,3,Financial District/South Beach
3543/003B,94114,47407,Mixed Use Property,4,89,252.3,104.9,104.9,204.2,6.5,89.5,253.7,4219223,15.25516155,05K,Eureka Valley/Dolores Heights,23,C,1949,0,0,10,2,0,UPMKT,B,0,0,0,0,3700,R,1000,1,0,0,8/30/10,0,1566649,2410228,0,8,Castro/Upper Market
9900/033,94111,89728,Non-Refrigerated Warehouse,62,12.1,38.1,-17.1,-17.1,82.5,0.9,12.1,38.1,1085708.8,13.8977436,10E,Visitacion Valley,37,VR,1977,0,0,0,0,0,RH1,,0,0,0,0,1799,,1000,1,0,0,,0,0,0,0,10,Visitacion Valley
0240/020,94104,407312,Office,90,62.3,146.5,-44.2,-44.2,1516.4,4.2,65.3,149.5,25375537.6,17.04929618,08B,Financial District North,3,O,1960,0,0,0,13,0,C3O,D,77.17,0,332672,0,34992.71,R,1000,1,0,0,6/1/50,11703814,53443339,69334204,0,3,Financial District/South Beach
3570/030,94110,25650,Office,60,47.5,130.1,-12.1,-12.1,87.1,3.4,48.1,130.7,1218375,14.01302856,09C,Inner ission,23,C,1925,0,0,8,6,3,NC3,C,0,0,25650,0,4281,,1000,1,0,0,,0,287059,144605,0,9,Mission
1068/001J,94118,10737,Retail Store,80,40,80.3,-36.8,-36.8,27.3,2.5,41.3,81.6,429480,12.97033045,01C,Jordan Park/Laurel Heights,8,C,1929,0,0,6,1,3,NC3,D,90,0,12870,0,11073.6,R,1000,0.01666,0,0,,0,691544,762004,0,2,Presidio Heights
3722/002,94105,25250,Office,100,16.1,50.5,-72.1,-72.1,30.8,1.2,16.1,50.5,406525,12.91540071,09F,South of Market,25,I,1964,0,NA,33,4,1,C3O,D,37.5,0,35725,12000,9426,R,1000,1,115218820,0,1/31/60,737729,5056082,756152,0,6,Financial District/South Beach
3705/052,94103,337000,Retail Store,72,51.6,161.9,-26.5,-26.5,1318.1,3.9,51.3,161.1,17389200,16.67135988,09F,South of Market,25,O,2007,0,0,0,0,0,,,0,0,0,0,268974.6,,1015,1,51224894,0,,0,77817161,22623808,0,6,South of Market
3532/091,94103,39000,Worship Facility,8,60.5,104,79.8,79.8,142.4,3.7,62.6,106.3,2359500,14.67396029,09C,Inner ission,23,W,1995,0,0,0,2,0,CM,D,0,0,37175,0,46575,O,1000,1,4771091,0,,0,4065599,705492,0,9,Mission
3721/089,94105,463868,Office,96,39.1,116.2,-56.5,-56.5,1297,2.9,39.1,116.2,18137238.8,16.71347777,09B,,25,O,2000,0,0,0,26,0,C3O,A,0,0,0,0,27560,,1000,1,0,0,9/20/40,0,111912629,47962553,230572,6,Financial District/South Beach
0237/006,94111,23770,Office,64,116.7,227.9,-14.7,-14.7,174.5,7.3,116.7,227.9,2773959,14.8357861,08B,Financial District North,3,O,1988,0,0,0,6,0,C3O,C,0,0,22330,2584,4500,R,1000,1,0,0,1/21/11,417050,2769577,6270740,1180,3,Financial District/South Beach
0106/001,94133,44050,Office,62,61.9,144.2,-13.2,-13.2,182.7,4.1,63,145.3,2726695,14.81860081,08G,Telegraph Hill,1,O,1984,6,6,4,7,0,C2,C,90,0,44050,0,7200,R,1000,1,0,0,,389897,8670703,1764116,8759,3,North Beach
0335/016,94109,30500,Hotel,98,69,99.3,-56.6,-56.6,120.7,4,72.1,102.5,2104500,14.55958847,08A,Dowtown,3,H1,1927,0,0,88,7,75,RC4,C,87.5,0,24544,0,4695.25,R,1000,1,9219141,0,5/16/10,0,5070529,4148612,0,6,Tenderloin
0239/009,94104,84602,Office,90,45.9,98.9,-45.9,-45.9,259.7,3.1,NA,NA,3883231.8,15.1721783,08B,Financial District North,3,O,1901,0,0,217,11,1,C3O,A,0,0,99510,0,10062,,1000,0.47,0,0,8/10/60,906533,10929371,18853170,678445,3,Financial District/South Beach
0262/021,94111,266572,Office,88,41.9,131.7,-41.5,-41.5,806.6,3.2,42.8,134.4,11169366.8,16.22868548,08B,Financial District North,3,O,1980,0,0,0,17,0,C3O,D,0,0,262161,0,17705,O,1000,1,0,0,4/26/70,0,32010992,36854761,0,3,Financial District/South Beach
5418/013,94124,122020,Office,99,24.6,64.5,-67.6,-67.6,210.9,1.7,25.5,65.4,3001692,14.91468669,10A,Bayview,32,I,1929,0,0,32,4,5,M1,B,0,0,122020,0,54998,,1018,1,0,0,,0,2993925,1826857,0,10,Bayview Hunters Point
3572/023,94110,26535,,79,43.4,99.8,-30.5,-30.5,76.8,2.9,43.4,99.8,1151619,13.95667934,09C,Inner ission,23,O,1907,0,0,0,3,0,M1,D,0,0,26320,0,12898,,1000,1,0,0,1/15/97,0,1291203,664307,0,9,Mission
3704/068,94103,112372,Office,82,66.2,172.7,-34.8,-34.8,521.4,4.6,66.2,172.7,7439026.4,15.82225054,09F,South of Market,25,O,1907,0,0,10,6,3,C3G,A,70,0,97512,17175,16745,R,1000,1,0,0,12/13/12,0,27701446,14916163,0,6,South of Market
3708/044,94105,28042,Office,100,2,5.4,-95.6,-95.6,3.9,0.1,2,5.4,56084,10.93460585,09B,,25,C,1907,0,0,12,3,2,C3O,C,55,0,28042,0,7750,R,1000,1,0,0,1/31/70,0,2349813,9836436,0,6,Financial District/South Beach
3615/016,94110,28750,Office,93,36.5,89.5,-47.7,-47.7,53.7,2.5,37.3,90.3,1049375,13.86370531,09C,Inner ission,24,C,1926,0,0,47,3,10,NC3,C,0,0,21110,0,9199,,1000,1,0,0,,0,989985,565702,0,9,Mission
0161/041,94133,46879,Office,52,64.2,201.7,-3.2,-3.2,201.1,4.9,NA,NA,3009631.8,14.9173283,08B,Financial District North,2,CZ,1985,0,0,0,1,1,,,0,0,440,0,0,,1000,0.6,0,0,2/5/99,0,127874,51138,0,3,Chinatown
0175/030,94133,37063,,79,45.8,112.9,-31.5,-31.5,116.3,3.1,47.3,114.4,1697485.4,14.34465854,08B,Financial District North,2,O,1911,0,0,0,5,1,C2,S,37.5,0,39196,0,9453.13,R,1000,0.44,0,0,6/17/90,0,2626240,4727235,0,3,Chinatown
3573/006,94110,43974,Other,99,17.8,39.9,-67.6,-67.6,51.8,1.2,19.6,42.1,782737.2,13.57055229,05C,Mission Dolores,25,H2,1908,0,NA,13,3,3,RC4,C,88.75,0,0,0,2369,R,1000,1,0,0,,0,908771,1082055,70214,6,Tenderloin
3533/007,94103,71874,K-12 School,100,19.1,38.5,-72,-72,87.5,1.2,19.9,39.3,1372793.4,14.1323582,05M,Mission Dolores,23,I,1907,0,0,17,3,0,CM,D,0,0,71874,0,44797,,1000,1,4178873,0,8/1/50,0,1071504,3107369,0,8,Mission
0165/017,94111,62476,Office,91,51.3,74.1,-50,-50,183.9,2.9,53.9,76.8,3205018.8,14.98022851,08B,Financial District North,2,O,1982,0,0,16,4,1,C2,C,0,0,60758,0,13381,O,1000,1,0,0,9/5/70,0,10715072,13929595,0,3,Financial District/South Beach
3735/013,94105,557617,Office,96,45.3,137.6,-56.5,-56.5,1777.7,3.4,45.1,136.6,25260050.1,17.04473466,09B,,25,O,1889,0,0,0,13,0,C3S,,0,0,0,0,37195,,1005,1,0,0,8/29/12,0,117685680,45706570,0,6,Financial District/South Beach
4227/034,94107,15161,Office,54,30.3,74,-4.9,-4.9,31.4,2.1,30.8,74.4,459378.3,13.03762933,09E,Potrero Hill,27,I,1969,0,0,7,1,1,M2,C,0,0,15161,0,0,,1000,0.851,0,0,,0,397712,149880,0,10,Potrero Hill
0671/001,94109,193977,Automobile Dealership,99,15.5,47.9,-63.2,-63.2,199,1.2,15.5,47.9,3006643.5,14.9163349,08F,Van Ness/ Civic Center,5,C,1916,0,0,16,6,0,RC4,B,0,0,177704,0,26427,,1007,1,0,0,,0,1319323,998906,0,2,Western Addition
3704/024,94103,41500,Manufacturing/Industrial Plant,91,2.5,7.1,-46.9,NA,7.6,0.2,2.5,7.1,103750,11.54973944,09F,South of Market,25,I,1907,0,0,15,5,0,C3G,B,60,0,41500,0,8000,,1000,0.33333,0,0,4/30/99,0,831162,2045985,0,6,South of Market
0163/009,94133,18763,Office,97,20.7,65.1,-60.2,-60.2,29.5,1.6,21.3,66.7,388394.1,12.86977582,08B,Financial District North,2,O,1907,0,0,54,4,1,C2,C,0,0,20162,0,6577,,1000,1,0,0,6/13/13,0,760090,239890,0,3,North Beach
0227/014,94111,18058,Office,85,37,90.9,-38.6,-38.6,45.7,2.5,38.7,92.6,668146,13.41226199,08I,,5,C,1922,0,NA,15,3,2,C3R,D,91.67,14,14456,0,1219,R,1000,0.01666,0,0,8/12/50,0,2883744,4136032,0,3,Financial District/South Beach
0230/028,94111,1059539,Office,88,81.6,188.8,-40.6,-40.6,4546,5.5,83.6,190.9,86458382.4,18.27517373,08I,,1,O,1984,0,NA,0,34,1,C3R,A,37.5,37.5,0,0,32189,,1000,1,0,0,2/14/51,0,116919451,68512270,0,3,Financial District/South Beach
0270/002,94108,20600,,88,41.7,88.6,-40.1,-40.1,55.7,2.7,43.6,90.7,859020,13.66354748,08B,Financial District North,3,O,1907,0,0,76,7,1,C3O,B,0,0,23177,0,3367,,1000,1,0,0,,0,1201423,610123,0,3,Financial District/South Beach
0237/001,94111,15000,Office,7,158.1,320.6,116.6,116.6,151.2,10.1,159.9,318.5,2371500,14.67903322,08B,Financial District North,3,O,1911,0,0,17,4,2,C3O,C,87.5,0,19516,0,3646.13,R,1000,1,0,0,,0,314477,396755,0,3,Financial District/South Beach
5431A/012,94124,1.00E+05,Office,89,37.9,102.2,-44.3,-44.3,269,2.7,38.8,103.2,3790000,15.14787658,10A,Bayview,32,O,1927,0,0,164,4,0,M1,B,0,0,109856,0,161999,,1018,0.67,0,0,10/5/41,0,5310936,5800754,0,10,Bayview Hunters Point
2385/046,94116,10750,Retail Store,70,88,276.2,-24.8,-24.8,71.7,6.7,88,276.2,946000,13.75999785,02B,Outer Parkside,17,C,1946,0,0,2,1,0,NC1,D,7.5,0,10750,0,10750,R,1000,1,0,0,2/4/80,0,3549517,847970,0,4,Sunset/Parkside
9900/026,94105,123133,Non-Refrigerated Warehouse,97,5,12.6,-72.1,-72.1,42.6,0.3,5.3,12.8,615665,13.33045826,10E,Visitacion Valley,37,VR,1986,0,0,0,0,0,RH1,,0,0,0,0,1799,,1000,1,0,0,,0,0,0,0,10,Visitacion Valley
4909/032,94124,10000,Non-Refrigerated Warehouse,28,8,25.2,37.4,37.4,6.1,0.6,8,25.2,80000,11.28978191,10J,Hunters Point,30,IW,1987,0,0,1,1,1,PDR1B,C,0,0,10000,0,10000,R,1018,1,0,0,5/20/14,0,968104,156134,0,10,Bayview Hunters Point
1493/001,94121,14950,Retail Store,63,102.1,320.7,-16.7,-16.7,72.5,7.7,102.1,320.7,1526395,14.2384193,01E,Outer Richmond,11,C,1996,0,0,6,1,0,NC1,C,0,0,10430,0,10420,O,1000,1,0,0,4/14/97,0,3079733,1507260,0,1,Outer Richmond
2-Oct,94109,180000,Hotel,79,60.8,121.2,-26.8,-26.8,693.6,3.9,60.8,121.2,10944000,16.20830192,08C,Nob Hill,4,C,1931,0,NA,113,9,140,RC4,A,0,0,160062,0,13381,,1000,1,0,0,8/30/50,0,25902621,5200185,0,2,Western Addition
1032/002,94118,37000,Bank Branch,35,102.9,265.6,14.8,14.8,157.9,7.2,102.6,264.8,3807300,15.15243083,01C,Jordan Park/Laurel Heights,8,O,2000,0,0,0,2,0,NC2,D,0,0,22000,0,15851,O,1000,1,0,0,7/30/96,556997,10567059,2988026,0,2,Presidio Heights
1052/009,94115,31930,Mixed Use Property,98,19.4,43,-65.1,-65.1,40.7,1.3,20.2,44.1,619442,13.33657435,06C,Lower Pacific Heights,8,U,1911,0,0,15,3,1,NC3,D,0,0,37020,0,11582,,1000,1,321437,0,,0,203347,118528,0,2,Pacific Heights
5340/009,94124,37000,Other,62,48.9,112.4,-8.7,-8.7,120.7,3.3,50.1,82.6,1809300,14.40845059,10A,Bayview,32,E,1949,0,0,36,3,0,RH1RH2,B,0,0,0,0,30004,,1000,1,10252952,0,2/27/71,7036227,1519007,1631724,65994,10,Bayview Hunters Point
0208/024,94111,443430,Hotel,63,108,230.8,-11.5,-11.5,2267.8,7,108,230.8,47890440,17.68442646,08B,Financial District North,2,H1,1970,0,0,562,26,1,C3O,A,0,0,323435,0,34800,,1000,1,0,0,,14087299,25994375,5200185,3345937,3,Chinatown
4347A/003,94124,119900,Non-Refrigerated Warehouse,100,3.9,10.7,-82.1,-82.1,33.4,0.3,3.9,10.8,467610,13.05538989,10A,Bayview,28,I,1956,0,0,16,2,0,M2,C,0,0,118591,0,82027,,1018,1,0,0,7/2/20,47074,4240596,6360895,5400,10,Bayview Hunters Point
0088/020,94133,14384,Office,76,64.5,97.8,-27.5,-27.5,54,3.8,68.1,101.6,927768,13.74053698,08G,Telegraph Hill,1,O,1907,0,0,35,3,11,NBEACH,D,0,0,11196,0,6875,R,1000,0.5,0,0,,0,405186,199750,0,3,North Beach
0236/008,94111,24757,Office,8,131.1,228.8,54.5,54.5,196.9,8,129.8,224.7,3245642.7,14.99282395,08B,Financial District North,25,O,1983,0,NA,7,4,0,SLI,B,0,0,20100,0,19305,,1000,1,14741784,0,2/24/40,739867,4799067,621602,0,6,Financial District/South Beach
0305/013,94102,33635,Hotel,44,82.7,180.7,4.8,4.8,182.1,5.4,82.7,180.7,2781614.5,14.83854207,08A,Dowtown,3,H2,1913,0,0,99,7,97,RC4,C,72.5,0,33635,0,4531.25,R,1000,1,0,0,9/14/40,0,6241497,3411274,0,3,Tenderloin
0260/001,94104,211344,Office,94,48.4,121.6,-52.5,-52.5,705.7,3.3,49.3,122.5,10229049.6,16.14074223,08B,Financial District North,3,O,1968,0,0,270,26,1,C3O,A,87.5,0,206191,0,7656.25,,1000,1,0,0,,0,11904412,2296572,0,3,Financial District/South Beach
3701/059,94103,431887,,95,44.7,91.6,-44,-44,852.4,2.9,44.9,92.4,19305348.9,16.77589276,09F,South of Market,25,H2,1911,0,0,527,8,397,C3G,B,0,0,257526,0,57024,O,1000,1,0,0,10/18/88,3580146,33132339,15308636,669166,6,South of Market
3704/070,94103,27037,Other - Entertainment/Public Assembly,51,29.2,81.7,-4,-4,53.2,2.1,29.2,81.7,789480.4,13.57913029,09F,South of Market,25,C,1909,0,0,10,2,0,C3G,C,70,0,26704,8373,8352.1,R,1000,1,0,0,12/31/10,0,1410916,1410916,0,6,South of Market
3745/008,94105,266980,Data Center,28,853.6,2658.3,8.9,8.9,14689.7,64.7,853.6,2658.3,227894128,19.24439173,09H,South Beach,25,IDC,1961,0,0,0,6,0,P,S,75,0,190000,0,41250,,1000,1,0,0,7/19/10,2942726,154599881,52256170,588631,6,Financial District/South Beach
3728/076,94103,26419,Office,90,36.1,110.8,-45.8,-45.8,71.6,2.7,36.1,110.8,953725.9,13.76813159,09F,South of Market,25,OCL,1924,0,0,10,3,0,SLR,B,0,0,25456,0,6359,O,1000,1,0,0,9/4/13,0,1267805,1901709,0,6,South of Market
0294/008,94108,38294,Retail Store,79,72.5,227.2,-35.3,-35.3,210.3,5.5,71.8,225,2776315,14.83663507,08I,,3,C,1909,0,0,42,4,2,C3R,C,0,0,32187,6288,8498,,1000,1,0,0,9/28/12,0,39570839,59356259,0,3,Financial District/South Beach
1064/060,94118,19913,Office,100,28.1,50.4,-65.9,-65.9,34.3,1.7,28.1,50.4,559555.3,13.23489764,01C,Jordan Park/Laurel Heights,8,O,1922,0,0,106,3,2,NC3,D,0,0,19913,0,12580,,1000,1,2126046,0,3/19/70,0,1092935,5464686,0,2,Presidio Heights
5203/061,94124,42200,Data Center,5,786,1019,727.7,727.7,1850.6,43.9,783.5,1011.3,33169200,17.31713229,10J,Hunters Point,31,I,1988,0,0,0,2,0,M2,C,0,0,42200,0,26800,O,1002,1,0,0,,0,2614537,529592,0,10,Bayview Hunters Point
3724/071,94103,410915,,80,42.4,89.6,-39.5,-39.5,1055.7,2.7,43.1,90.3,17422796,16.67329002,08I,,3,G,1912,0,NA,0,5,1,C3R,B,0,37.5,294416,0,7431,,1000,1,0,0,,0,578455,1040533,0,3,Financial District/South Beach
3940/004,94158,332927,Laboratory,4,175.8,364.5,196.1,196.1,2538,11.3,179.2,368.1,58528566.6,17.88502551,09E,Potrero Hill,26,O,2008,0,0,0,6,0,,,0,0,211000,0,0,,1014,1,0,0,10/25/11,0,54459543,14269393,0,6,Mission Bay
3951/005,94107,10149,Fitness Center/Health Club/Gym,96,15,42.3,-56.4,-56.4,11,1.1,15.5,42.7,152235,11.93318066,09E,Potrero Hill,26,I,1931,0,0,8,2,2,M2,C,0,0,10149,0,20000,R,1000,1,0,0,,0,1271349,497101,0,10,Mission Bay
3527/001,94103,26000,Fitness Center/Health Club/Gym,7,127.6,240.3,148.2,148.2,206.3,7.9,127.6,240.3,3317600,15.01475219,09F,South of Market,23,I,1917,0,0,12,1,0,M2,C,0,0,27335,0,28000,O,1000,1,0,0,4/25/95,241818,1096187,1233210,0,6,Mission
0142/001,94111,233609,Office,68,77.4,209.5,-19.2,-19.2,1285.6,5.5,78.1,210.3,18081336.6,16.71039084,09C,Inner ission,31,OAH,1987,0,NA,0,26,1,M1,A,68.75,0,176241,0,44100,R,1000,1,0,0,,0,33301418,9591711,142997,10,Mission
3520/043,94103,11260,Other - Entertainment/Public Assembly,28,56,116.3,36.7,36.7,40.5,3.6,56,116.3,630560,13.35436359,09F,South of Market,23,I,1936,0,0,7,1,0,SLR,C,0,0,0,0,8576,,1000,1,0,0,,0,114006,101939,0,6,South of Market
1518/033,94121,17760,Office,81,54,106,-33.8,-33.8,60.4,3.4,54,106,959040,13.77368806,01A,Central Richmond,11,O,1969,0,0,0,3,0,NC3,A,0,0,17760,7600,7600,O,1000,1,4396909,0,,0,2028209,2458433,0,1,Outer Richmond
3509/005,94103,15600,,90,48.9,84.6,-45.6,-45.6,46.2,3,51.3,86.9,762840,13.54480359,08I,,3,C,1908,3,NA,15,4,0,C3R,C,0,0,11250,0,7470,,1000,1,0,0,,0,4065599,1684314,0,3,Financial District/South Beach
3722/080,94103,333669,Office,90,62.6,158.2,-45.2,-45.2,1409.9,4.3,62.6,158.2,20887679.4,16.85467004,09B,,25,O,1928,0,NA,46,3,0,C3OSD,C,0,0,0,0,2828.78,,1016,1,0,0,9/5/70,0,880872,491952,0,6,Financial District/South Beach
1094/001,94115,494418,Enclosed Mall,78,58.5,172.4,-26.8,-26.8,888.9,4.3,58.5,172.4,28923453,17.18016335,06A,Anza Vista,8,C1,1961,0,0,0,3,0,NC3,C,0,0,205196,0,288297,O,1000,0.72,0,0,11/9/70,0,40132663,33425087,0,2,Lone Mountain/USF
0192/004,94108,15000,Worship Facility,100,7.9,13.4,-72.6,-72.6,7.1,0.5,8.2,13.7,118500,11.68266824,08C,Nob Hill,2,W,1910,0,0,22,3,1,CRNC,C,0,0,15180,0,5370,,1000,1,811359,0,,0,417240,394119,0,3,Chinatown
9900/019,94111,97641,Non-Refrigerated Warehouse,99,2.5,7.7,-78.9,-78.9,18.2,0.2,2.5,7.7,244102.5,12.4053435,10E,Visitacion Valley,37,VR,1986,0,0,0,0,0,RH1,,0,0,0,0,1799,,1000,1,0,0,,0,0,0,0,10,Visitacion Valley
1449/025,94121,19500,Other,72,52.6,97.6,-20.7,-20.7,63.4,3.3,53,98.1,1025700,13.84088586,04B,Portola,25,I,1953,0,NA,16,2,1,,D,25,0,10106,0,0,R,1000,1,0,0,,0,2125798,1618551,0,6,Haight Ashbury
1433/009,94118,30000,Retail Store,41,43.7,136.3,19.1,19.1,99.2,3.3,43.8,136.4,1311000,14.08630076,01B,Inner Richmond,10,C,1900,0,0,5,2,0,NC3,D,0,0,71750,0,34747,O,1000,1,0,0,6/7/12,0,5819902,8729854,0,1,Inner Richmond
3701/065,94103,334407,Office,49,88.9,226.2,0.6,0.6,2062,6.2,91.3,228.7,29728782.3,17.20762624,09F,South of Market,25,O,1976,0,0,0,17,0,,,75,0,334407,22072,59196,,1000,1,0,0,7/10/12,0,44125681,66188521,0,6,South of Market
3571/001,94110,90045,,58,53.1,149.5,-9,-9,345.7,3.8,54.4,150.9,4781389.5,15.38024175,09C,Inner ission,23,I,1948,0,0,31,2,4,M1,C,0,0,90045,0,8620,,1000,1,0,0,,0,0,285645,0,9,Mission
0929/014,94123,12628,Movie Theater,3,149.7,257.4,202.5,202.5,114.2,9,155.2,263.2,1890411.6,14.45230514,07A,Marina,7,T,1937,0,0,5,1,3,NC2,D,37.5,0,12628,0,10587.5,R,1000,1,0,0,,0,189959,238964,0,2,Marina
3705/039,94103,108838,Hotel,68,58.3,145.7,-15.9,-15.9,436.9,4,58.4,145.3,6345255.4,15.66321791,08I,,6,O,1920,0,NA,343,2,0,C3R,C,0,0,73687,0,17193,,1000,1,0,0,8/30/50,1330329,0,416644,1241750,5,Financial District/South Beach
1450/019A,94121,10250,Retail Store,59,44.2,104.4,-8.8,-8.8,30.5,3,44.2,104.4,453050,13.02375777,01A,Central Richmond,11,C,1923,0,0,2,1,2,NC3,D,0,0,10500,0,7124,O,1000,0.5,0,0,,0,522338,348216,0,1,Outer Richmond
3710/017,94105,505340,Office,91,55,132.9,-46.5,-46.5,1701.8,3.7,55,132.9,27793700,17.14031993,09B,,25,O,1923,0,0,27,4,1,C3O,B,0,0,94697,0,18905,,1000,1,0,0,10/25/12,0,13012000,51871934,0,6,Financial District/South Beach
3636/001,94110,13600,Retail Store,57,36.7,102.6,-10.4,-10.4,36,2.6,37.3,103.3,499120,13.12060183,09C,Inner ission,24,C,1920,0,0,7,2,0,NC3,C,0,0,0,0,4996,,1000,1,0,0,,0,1416794,626896,0,9,Mission
3775/001,94107,15120,Office,100,14.5,45.7,-74.2,-74.2,16.7,1.1,14.5,45.7,219240,12.2979223,09C,Inner ission,26,O,1918,0,NA,9,2,0,M1,B,0,0,12000,0,20000,R,1000,1,0,0,,0,1136300,3803421,0,9,Mission
9900/045,94133,71833,Other,99,1.7,5.3,-95.7,-95.7,9.2,0.1,1.7,5.3,122116.1,11.71272751,10E,Visitacion Valley,37,VR,1995,0,0,0,0,0,RH1,,0,0,0,0,1799,,1000,1,0,0,,0,0,0,0,10,Visitacion Valley
0285/020,94108,348000,Hotel,38,105.7,191.3,11,11,2257,6.5,107.4,193.2,36783600,17.42056265,08I,,3,G,1936,0,0,0,0,0,,,0,0,40010,0,0,,1000,1,0,0,5/29/30,0,2362969,4725947,0,3,Financial District/South Beach
0101/031,94133,23836,Office,90,69.9,218.3,-45.6,NA,8.7,5.3,75.5,236,1666136.4,14.32601797,08D,North Beach,1,G,1907,0,0,5,2,0,NBEACH,C,79.81,0,21552,0,10973.88,R,1000,1,0,0,10/10/96,0,285645,1454841,0,3,Chinatown
4105/011,94107,23121,Other,16,81,189.2,53.7,53.7,94.4,5.4,86.2,192.2,1872801,14.44294573,09E,Potrero Hill,27,I,1960,0,0,5,1,0,M2,D,0,0,13358,0,23121,O,1000,1,0,0,,0,64966,317762,0,10,Potrero Hill
0237/011,94111,55507,Office,92,46.3,116,-48.1,-48.1,177.1,3.2,48.8,118.7,2569974.1,14.75940638,08B,Financial District North,3,O,1910,0,0,0,11,0,C3O,A,0,0,63859,0,5719,O,1000,1,0,0,5/18/88,0,5252486,10504974,0,3,Financial District/South Beach
3722/071,94105,140076,Office,99,44.1,111,-67.1,-67.1,443.3,3.2,45.8,113.1,6177351.6,15.63640019,09B,,25,O,1926,0,NA,71,11,1,C3O,B,0,0,136000,0,6875,,1000,1,0,0,8/22/11,0,77817161,52256170,0,6,Financial District/South Beach
8709/007,94158,171427,Laboratory,1,244.5,506.3,311.3,311.3,2691.2,15.7,248,510.1,41913901.5,17.55112811,09D,Mission Bay,44,MB,2007,0,0,0,5,0,,,0,0,167053,0,43124,,1014,1,0,0,9/1/40,0,65897712,2676173,299468,6,Mission Bay
0196/028,94111,11455,Office,98,11.9,37.2,-64.4,-64.4,10.3,0.9,11.9,37.2,136314.5,11.82272,08B,Financial District North,2,O,1900,0,0,0,2,0,C2,,0,0,11455,0,3162,,1000,1,0,0,2/11/11,0,1463172,3782514,0,3,Chinatown
1022/013,94115,19525,Strip Mall,96,33.7,102.9,-56.7,-56.7,36.7,2.5,33.8,103,657992.5,13.39694881,07B,Pacific Heights,7,B,1942,0,0,7,2,2,NC2,D,32.59,0,14525,0,19888.5,R,1000,1,0,0,5/30/80,4992,1071504,6964796,0,2,Presidio Heights
5242/001,94124,41267,Office,7,196.4,319,78.4,78.4,338.9,11.7,196.4,319,8104838.8,15.90797182,03A,Hunters Point,25,C,1912,0,NA,51,2,0,,B,0,0,0,0,0,,1000,1,0,0,,0,1524755,626896,0,8,Castro/Upper Market
0136/005,94111,18267,Office,74,46.4,118.6,-25.1,-25.1,58.9,3.2,NA,NA,847588.8,13.65015089,08H,North Waterfront,2,C,1910,0,0,13,3,1,C2,C,45.83,0,18903,0,6301.63,R,1000,0.33333,0,0,,0,152043,209892,0,3,Financial District/South Beach
3703/088,94103,37931,Museum,100,4.6,14.1,-83.4,-83.4,13.1,0.3,4.6,14.1,174482.6,12.0695803,08I,,25,C,1913,0,NA,260,4,3,C3R,D,40.93,0,46225,0,6301.63,R,1000,1,0,0,,0,4430512,6688775,0,6,Mission Bay
3717/019,94105,232398,Office,91,57.3,146.3,-47,-47,855.4,4,57.4,145.2,13316405.4,16.40450732,09B,,25,O,1907,0,NA,0,0,0,C3O,,0,0,0,0,11000,,1000,1,0,0,5/29/30,0,4607481,10929374,181830,6,Financial District/South Beach
3780/004D,94103,60864,Office,91,57,134.2,-47.7,-47.7,233.4,3.8,59.1,136.5,3469248,15.05944841,09D,Mission Bay,25,O,1930,0,0,0,3,0,M2,C,0,0,41910,0,17975,O,1000,1,0,0,9/29/11,0,5635469,2049261,0,6,South of Market
