"","report_status","ward","postal_code","year_built","primary_ptype_self","primary_ptype_epa","tax_record_floor_area","reported_gross_floor_area","water_use","metered_areas_energy","metered_areas_water","electricity_use","natural_gas_use","energy_star_score","site_eui","weather_norm_site_eui","source_eui","weather_norm_source_eui","total_ghg_emissions","total_ghg_emissions_intensity","total_site_energy_KBTU","log_total_site_energy_KBTU"
"985","In Compliance","3","20016",1954,"Worship Facility","Worship Facility",95168,95168,1.4,"Whole Building","Whole Building",1072514,40419.24181,NA,80.9,82,165.3,165,634.3,6.7,7699091.2,15.8566128538843
"986","In Compliance","3","20008",1966,"Office","Office",109032,68640,695.1,"Whole Building","Whole Building",1288242,NA,60,64,64,201.1,201,504.1,7.3,4392960,15.2955138175215
"988","In Compliance","2","20008",1911,"Multifamily Housing","Multifamily Housing",61127,61000,2573.6,"Whole Building","Whole Building",454208,29586.90291,38,73.9,74.8,130.7,129.4,334.9,5.5,4507900,15.3213419711096
"989","In Compliance","2","20037",1962,"Multifamily Housing","Multifamily Housing",88255,88255,4569.3,"Whole Building","Whole Building",888737.9,43661.60889,47,83.8,82.5,159.8,155.6,579.7,6.6,7395769,15.8164186379024
"990","In Compliance","3","20007",1957,"Multifamily Housing","Multifamily Housing",51118,51118,2144.4,"Whole Building","Whole Building",317514,33421.64574,15,86.6,86,135.2,133.3,301.8,5.9,4426818.8,15.3031917802238
"991","In Compliance","2","20037",1942,"Senior Care Community","Senior Care Community",71734,71734,4571.5,"Whole Building","Whole Building",1306788,20710.82603,78,91,92.1,225.5,227.3,621.3,8.7,6527794,15.6915796187556
"992","In Compliance","4","20012",2004,"Multifamily Housing","Multifamily Housing",68000,68000,1579,"Whole Building","Whole Building",533221.2,5237.37723,76,34.5,34.6,92.1,92.2,236.5,3.5,2346000,14.6682223081956
"993","In Compliance","2","20006",1952,"Office","Office",179490,260000,2493.3,"Whole Building","Whole Building",3182239,58689.348,85,64.3,64.2,154.8,153.6,1556.9,6,16718000,16.6319965412412
"994","In Compliance","4","20011",1920,"Multifamily Housing","Multifamily Housing",97377,97377,9286.2,"Whole Building","Whole Building",727542,111713.2809,NA,140.2,144.5,200.5,203.5,878,9,13652255.4,16.4294152967154
"995","In Compliance","2","20006",1973,"Office","Office",183768,149255,3626.8,"Whole Building","Whole Building",2440816,83739.02237,NA,111.9,114.9,234.1,236.4,1399.8,9.4,16701634.5,16.6310171468491
"996","In Compliance","2","20001",2004,"Multifamily Housing","Multifamily Housing",80258,80258,3060.2,"Whole Building","Whole Building",1407114,NA,15,59.8,59.8,187.8,187.8,550.6,6.9,4799428.4,15.3840073854538
"997","In Compliance","2","20005",1981,"Office","Office",82682,82682,1423.7,"Whole Building","Whole Building",1790091,NA,49,73.9,73.9,232,232,700.4,8.5,6110199.8,15.6254700311041
"998","In Compliance","3","20008",1922,"Multifamily Housing","Multifamily Housing",94603,94602,2592.2,"Whole Building","Whole Building",791424.5,41633.83093,NA,72.6,74.8,135.8,138.2,530.8,5.6,6868105.2,15.7423988182963
"999","In Compliance","2","20005",1930,"Worship Facility","Office",60602,60706,1638638.2,"Whole Building","Whole Building",805631.3,24605.5279,NA,85.8,89.1,184.7,185.9,445.9,7.3,5208574.8,15.465816825444
"1000","In Compliance","2","20036",1971,"Office","Office",55818,55818,1080,"Whole Building","Whole Building",1242326,20946.47013,28,113.5,116,277.9,280.5,597.4,10.7,6335343,15.6616545139181
"1001","In Compliance","1","20009",1943,"Multifamily Housing","Multifamily Housing",74072,74072,1358.5,"Whole Building","Whole Building",367722.8,28183.29468,NA,55,56.4,93.1,93.4,293.6,4,4073960,15.2201260573604
"1002","In Compliance","2","20009",1941,"Multifamily Housing","Multifamily Housing",63633,63633,4097.9,"Whole Building","Whole Building",503899.7,36441.73191,76,84.3,85.4,145,144.1,390.7,6.1,5364261.9,15.4952693476951
"1003","In Compliance","4","20011",1941,"Multifamily Housing","Multifamily Housing",50268,50268,4889.3,"Whole Building","Whole Building",300547.2,26935.77163,46,74,75.5,120.3,120.7,260.7,5.2,3719832,15.1291890639392
"1004","In Compliance","4","20012",1936,"Multifamily Housing","Multifamily Housing",91752,91752,5893.5,"Whole Building","Whole Building",592723.6,47899.17614,63,74.2,75.4,124,123.7,486.3,5.3,6807998.4,15.7336087142177
"1005","In Compliance","2","20009",1922,"Multifamily Housing","Multifamily Housing",88648,88648,3297.5,"Whole Building","Whole Building",638596.6,22475.4558,86,49.9,51,103.8,104,369.3,4.2,4423535.2,15.3024497533736
"1006","In Compliance","5","20017",1966,"Multifamily Housing","Multifamily Housing",60875,60872,2555.8,"Whole Building","Whole Building",433102.4,30022.46647,30,73.6,75.6,128,128.6,328.9,5.4,4480179.2,15.3151736035912
"1007","In Compliance","6","20003",1958,"Multifamily Housing","Multifamily Housing",60842,60842,1230.5,"Whole Building","Whole Building",466346.5,30079.84061,34,75.6,77.2,134,133.7,342.2,5.6,4599655.2,15.3414919021282
"1008","In Compliance","5","20017",1917,"College/University","College/University",98815,137300,2576.8,"Whole Building","Whole Building",1828653,63976.0561,NA,92,93.7,191.6,191.8,1055.3,7.7,12631600,16.3517121688051
"1009","In Compliance","1","20009",1937,"Multifamily Housing","Multifamily Housing",81080,81080,2553.2,"Whole Building","Whole Building",342198.9,43834.7607,69,68.5,71.3,102,104.3,366.7,4.5,5553980,15.5300253458341
"1010","In Compliance","1","20009",1937,"Multifamily Housing","Multifamily Housing",70831,70831,3807.5,"Whole Building","Whole Building",408393.3,39093.72799,55,74.9,77.1,119.7,121.1,367.4,5.2,5305241.9,15.4842059274826
"1011","In Compliance","2","20006",1930,"Multifamily Housing","Multifamily Housing",85860,85600,5257.7,"Whole Building","Whole Building",685912.5,50405.74512,64,86.2,87.7,147.7,146.5,536.1,6.3,7378720,15.8141107397995
"1012","In Compliance","4","20012",1942,"Multifamily Housing","Multifamily Housing",65416,65416,3466.2,"Whole Building","Whole Building",414525.7,32644.43429,63,71.5,73.3,120.3,120.9,335.6,5.1,4677244,15.3582196055418
"1013","In Compliance","8","20020",1000,"Other - Education","Other - Education",77500,77500,1757.5,"Whole Building","Whole Building",254130,NA,NA,11.2,11.3,35.1,35.5,96.2,1.2,868000,13.6739469936425
"1014","In Compliance","1","20009",1922,"Multifamily Housing","Multifamily Housing",66417,66417,1345.1,"Whole Building","Whole Building",486983.2,23883.97022,NA,61,63.5,116.3,117.3,317.4,4.8,4051437,15.2145821909656
"1015","In Compliance","1","20009",1930,"Multifamily Housing","Multifamily Housing",63712,63712,940.3,"Whole Building","Whole Building",300719.4,22456.00203,NA,51.4,53.2,87.6,88.4,236.9,3.7,3274796.8,15.001766379325
"1016","In Compliance","8","20020",1945,"Office","Office",84496,84496,0.6,"Whole Building","Whole Building",2327000,6106.75206,26,101.2,101.2,302.6,302.6,943,11.2,8550995.2,15.9615582318001
"1017","In Compliance","6","20003",1897,"Urgent Care/Clinic/Other Outpatient","Urgent Care/Clinic/Other Outpatient",66601,66691,842.2,"Whole Building","Whole Building",707819,NA,NA,36.2,36.2,113.7,113.7,277,4.2,2414214.2,14.6968844090975
"1018","In Compliance","1","20009",1928,"Multifamily Housing","Multifamily Housing",59353,59353,1084,"Whole Building","Whole Building",306945.7,27452.25947,NA,63.9,65.6,104,104.5,265.9,4.5,3792656.7,15.1485773077428
"1019","In Compliance","3","20008",1930,"Multifamily Housing","Multifamily Housing",91232,91232,2746.1,"Whole Building","Whole Building",690838,13589.96075,93,40.7,41,96.8,97,342.5,3.8,3713142.4,15.1273890841609
"1020","In Compliance","2","20007",1975,"Office","Office",278347,89058,330.6,"Whole Building","Whole Building",1479959,22861.97394,65,82.4,83.8,205,205.9,700.5,7.9,7338379.2,15.8086285587682
"1021","In Compliance","2","20008",1909,"Multifamily Housing","Multifamily Housing",90762,90762,2924183.2,"Whole Building","Whole Building",654689,28917.21262,73,56.5,57.5,110.7,110.7,409.8,4.5,5128053,15.4502366129426
"1022","In Compliance","2","20036",1925,"Pre-school/Daycare","Other",64844,64844,1449138.1,"Whole Building","Whole Building",1489800,12575.00018,NA,97.8,97.8,266.5,266.5,649.7,10,6341743.2,15.6626642413022
"1023","In Compliance","1","20008",1917,"Multifamily Housing","Multifamily Housing",73652,73652,687,"Whole Building","Whole Building",796670,31368.9997,11,79.5,78.2,160.6,156.5,478.3,6.5,5855334,15.5828635986474
"1024","Data under review by DOEE","4","20011",1948,"Non-Refrigerated Warehouse","Non-Refrigerated Warehouse",71562,71562,169.4,"Whole Building","Whole Building",48151.9,6531.51586,97,11.4,12,16.8,17.4,53.5,0.7,815806.8,13.6119328412072
"1025","Data under review by DOEE","4","20011",1964,"Non-Refrigerated Warehouse","Non-Refrigerated Warehouse",69261,69261,61.2,"Whole Building","Whole Building",121199.8,114.6347037,NA,6.1,6.1,18.9,18.9,48,0.7,422492.1,12.9539260273797
"1026","In Compliance","4","20910",2005,"Multifamily Housing","Multifamily Housing",56610,56610,1483.3,"Whole Building","Whole Building",654806,NA,48,39.5,39.5,123.9,123.9,256.2,4.5,2236095,14.6202415989378
"1027","In Compliance","6","20003",1983,"Office","Office",77776,94163,2919,"Whole Building","Whole Building",1939174,NA,65,70.3,70.3,220.6,220.6,758.8,8.1,6619658.9,15.7055544009059
"1028","In Compliance","2","20001",1868,"Worship Facility","Mixed Use Property",60904,63975,682.6,"Whole Building","Whole Building",858622.7,7792.847107,NA,58,58.8,156.6,157.4,377.4,5.9,3710550,15.1266906715744
"1029","In Compliance","6","20024",1968,"Multifamily Housing","Multifamily Housing",253231,281958,9114.1,"Whole Building","Whole Building",1512086,94145.70501,94,51.7,52.6,92.5,91.9,1091.7,3.9,14577228.6,16.4949711841723
"1031","In Compliance","2","20007",1979,"Multifamily Housing","Multifamily Housing",89348,89348,2833.5,"Whole Building","Whole Building",3494504,NA,1,133.4,133.4,419,419,1367.4,15.3,11919023.2,16.293646269935
"1032","In Compliance","2","20009",1990,"Worship Facility","Worship Facility",76790,76790,211.7,"Whole Building","Whole Building",610400,18660.20037,40,51.4,51.9,110.7,108.3,338,4.4,3947006,15.1884678747857
"1033","In Compliance","3","20016",2002,"Multifamily Housing","Multifamily Housing",71372,71372,2809.5,"Whole Building","Whole Building",873688,795.0140075,31,42.9,42.9,132.3,132.4,346.1,4.8,3061858.8,14.9345327404853
"1034","In Compliance","2","20007",1989,"Office","Office",83956,68884,526.7,"Whole Building","Whole Building",1899602,NA,25,94.1,94.1,295.4,295.4,743.3,10.8,6481984.4,15.6845372560161
"1035","In Compliance","1","20009",2005,"Multifamily Housing","Multifamily Housing",60428,128000,2721.4,"Whole Building","Whole Building",1574499,9560.19317,17,49.4,49.2,139.6,138.9,666.9,5.2,6323200,15.6597359670956
"1036","In Compliance","2","20005",2008,"Multifamily Housing","Multifamily Housing",99909,99909,6756.9,"Whole Building","Whole Building",3789900,30720.58157,1,160.2,158.3,438.7,432.9,1646.1,16.5,16005421.8,16.5884380853031
"1037","In Compliance","1","20009",1985,"Multifamily Housing","Multifamily Housing",55350,55350,1626.2,"Whole Building","Whole Building",332907,29735.16229,31,74.2,73.7,120.8,119,288.2,5.2,4106970,15.2281960883101
"1038","In Compliance","3","20008",1920,"Multifamily Housing","Multifamily Housing",85154,85154,2058.7,"Whole Building","Whole Building",397174,43012.1264,63,66.4,66.1,103,101.9,383.9,4.5,5654225.6,15.5479137173947
"1039","In Compliance","1","20010",1979,"Multifamily Housing","Multifamily Housing",51057,51069,1931.6,"Whole Building","Whole Building",482954,6184.322085,75,44.4,44.4,114,114,221.8,4.3,2267463.6,14.6341724079209
"1040","In Compliance","3","20008",1944,"Multifamily Housing","Multifamily Housing",121242,120000,1112.6,"Whole Building","Whole Building",1040060,33384.19341,29,57.4,58.8,122.1,123.5,584.3,4.9,6888000,15.7452913250897
"1041","In Compliance","1","20009",1909,"Multifamily Housing","Multifamily Housing",69726,55000,2331.7,"Whole Building","Whole Building",370054,14445.03234,90,49.2,49.7,99.7,100.2,221.5,4,2706000,14.8109820877129
"1043","In Compliance","1","20009",1923,"Multifamily Housing","Multifamily Housing",73188,73188,2404.6,"Whole Building","Whole Building",696920.2,27192.09343,NA,69.6,70.7,141,139.8,417.1,5.7,5093884.8,15.4435513194248
"1045","In Compliance","3","20016",1952,"Multifamily Housing","Multifamily Housing",688692,706306,24391.2,"Whole Building","Whole Building",4033424,233959.5974,88,52.6,53.3,96,95.6,2820.9,4,37151695.6,17.4305199700784
"1046","In Compliance","1","20010",1950,"Multifamily Housing","Multifamily Housing",82702,82702,4366.3,"Whole Building","Whole Building",414146.1,57927.63277,71,87.1,90.5,127.2,130.7,469.7,5.7,7203344.2,15.7900559483747
"1047","In Compliance","2","20005",1979,"Office","Office",383395,326461,8230.4,"Whole Building","Whole Building",5603517,NA,83,58.6,58.6,183.9,183.9,2192.6,6.7,19130614.6,16.7668004684487
"1048","In Compliance","1","20009",1981,"Multifamily Housing","Multifamily Housing",67799,58856,7496.2,"Whole Building","Whole Building",627997,NA,82,36.4,36.4,114.3,114.3,245.7,4.2,2142358.4,14.5774178362548
"1049","In Compliance","1","20009",2004,"Multifamily Housing","Multifamily Housing",62648,62648,2339.7,"Whole Building","Whole Building",717854,11708.70023,59,57.8,58.4,142.4,143,343.1,5.5,3621054.4,15.1022758121091
"1050","In Compliance","1","20010",1910,"Multifamily Housing","Multifamily Housing",64409,64410,1547.9,"Whole Building","Whole Building",315084,42534.86364,78,82.7,NA,121.7,NA,349.2,5.4,5326707,15.4882437815706
"1051","In Compliance","6","20003",1950,"Self-Storage Facility","Self-Storage Facility",146322,145000,911,"Whole Building","Whole Building",749753.5,1958.426936,NA,19,19.1,56.8,56.9,303.8,2.1,2755000,14.8289280005692
"1052","Data under review by DOEE","3","20016",1974,"Hospital (General Medical & Surgical)","Hospital (General Medical & Surgical)",101684,72087,7078.9,"Whole Building","Whole Building",75076,26876.37206,100,40.8,42.7,50.3,52.3,172.1,2.4,2941149.6,14.8943110832945
"1053","In Compliance","2","20037",1978,"Hotel","Hotel",94951,108766,6812.1,"Whole Building","Whole Building",1617690,47682.75599,40,94.6,94.3,205.4,203,886.2,8.1,10289263.6,16.1466115406235
"1054","In Compliance","5","20002",1962,"Multifamily Housing","Multifamily Housing",52944,52944,7680.3,"Whole Building","Whole Building",288285.4,12013.69456,90,41.3,41.4,82.2,81.9,176.6,3.3,2186587.2,14.5978525301284
"1055","In Compliance","2","20005",1940,"Multifamily Housing","Multifamily Housing",70406,70406,350.2,"Whole Building","Whole Building",919141.2,33275.70533,NA,91.8,94.5,189.5,192.3,536.4,7.6,6463270.8,15.6816460634137
"1056","In Compliance","1","20010",1968,"Multifamily Housing","Multifamily Housing",51428,82830,6426,"Whole Building","Whole Building",702173.1,44284.49715,20,82.4,82.7,147,144.3,510,6.2,6825192,15.7361310305077
"1057","In Compliance","5","20002",1962,"Multifamily Housing","Multifamily Housing",62904,62901,3680.8,"Whole Building","Whole Building",336955.3,15044.89548,90,42.2,42.5,82.5,82.8,211.8,3.4,2654422.2,14.7917375618553
"1058","In Compliance","5","20002",1962,"Multifamily Housing","Multifamily Housing",64366,64365,5064,"Whole Building","Whole Building",941674.3,83810.0455,1,180.1,185.3,293.5,295.2,813.6,12.6,11592136.5,16.2658375382756
"1059","In Compliance","5","20011",1951,"Multifamily Housing","Multifamily Housing",51376,51376,2295.2,"Whole Building","Whole Building",174217.2,19097.70142,94,48.7,50.3,75.4,77,169.6,3.3,2502011.2,14.7326054464178
"1060","In Compliance","1","20010",1932,"Multifamily Housing","Multifamily Housing",90652,90652,5698,"Whole Building","Whole Building",410498.5,54322.05326,63,75.4,77.8,111.4,113.3,449.2,5,6835160.8,15.7375905538327
"1061","In Compliance","1","20010",1932,"Multifamily Housing","Multifamily Housing",90652,90652,4582.4,"Whole Building","Whole Building",459624.8,49062.64903,62,71.4,73.7,111.1,112.9,440.4,4.9,6472552.8,15.6830811481644
"1062","In Compliance","4","20011",1942,"Multifamily Housing","Multifamily Housing",64692,64692,4213.1,"Whole Building","Whole Building",262939.3,34180.78926,71,66.7,68.9,99,100.5,284.4,4.4,4314956.4,15.2775977781612
"1063","In Compliance","6","20002",2007,"Multifamily Housing","Multifamily Housing",53883,53883,2064.4,"Whole Building","Whole Building",620138,241.7741876,62,39.7,39.7,123.8,123.8,243.9,4.5,2139155.1,14.5759214959547
"1064","In Compliance","2","20005",1982,"Multifamily Housing","Multifamily Housing",81461,81461,4968.4,"Whole Building","Whole Building",1107209,34509.99833,16,88.7,86.9,190.1,184.3,616.5,7.6,7225590.7,15.7931395464063
"1065","In Compliance","8","20020",1943,"Multifamily Housing","Multifamily Housing",52127,52127,846.2,"Whole Building","Whole Building",385303.7,1123.516907,NA,27.4,26.5,81.5,78.6,156.7,3,1428279.8,14.1719813410636
"1066","In Compliance","2","20005",2004,"Multifamily Housing","Multifamily Housing",57992,57992,3435.1,"Whole Building","Whole Building",767080,16168.3033,33,73,72.2,171,168.5,386,6.7,4233416,15.2585197901291
"1067","In Compliance","4","20012",1000,"Library","Library",19000,19000,147.4,"Whole Building","Whole Building",245206,1582.000068,NA,52.4,52.4,147,146.1,101.2,5.3,995600,13.8111008494756
"1068","In Compliance","8","20020",1960,"Multifamily Housing","Multifamily Housing",88082,88082,3571.4,"Whole Building","Whole Building",647701.4,14973.49998,NA,42.1,41.2,96.6,93.9,333,3.8,3708252.2,15.1260712184574
"1070","In Compliance","3","20008",1926,"Senior Care Community","Senior Care Community",82300,82300,6464.7,"Whole Building","Whole Building",1607022,57903.70283,16,137,138.1,283.1,280.6,936.4,11.4,11275100,16.2381073124933
"1071","In Compliance","3","20016",2013,"Adult Education","Adult Education",167406,138577,4530.3,"Whole Building","Whole Building",1593600,10212.69973,NA,46.6,45.8,130.9,128.4,677.8,4.9,6457688.2,15.6807819479332
"1072","In Compliance","2","20008",1922,"Multifamily Housing","Multifamily Housing",83663,83663,1099.1,"Whole Building","Whole Building",555159.1,32568.82597,NA,61.6,63.5,112,114,390.2,4.7,5153640.8,15.4552139743238
